threshold,mae,rmse,prec,recall
0.6666666666666633,0.7956521739130434,1.079894343050608,0.368610816542948,0.368610816542948
0.6908614578517461,2.2581124072110286,2.602674210015203,0.09310710498409332,0.09310710498409332
0.715056249036829,2.787168610816543,3.002773549999547,0.024920466595970307,0.024920466595970307
0.7392510402219118,2.8918345705196185,3.0908135359306024,0.020254506892895017,0.020254506892895017
0.7634458314069946,2.9335100742311773,3.1280043882338435,0.01887592788971368,0.01887592788971368
0.7876406225920775,2.941251325556734,3.135132565555325,0.018769883351007422,0.018769883351007422
0.8118354137771603,2.945811240721103,3.139577346918731,0.018451749734888653,0.018451749734888653
0.8360302049622431,2.9468716861081656,3.1408268359063545,0.01855779427359491,0.01855779427359491
0.860224996147326,2.9471898197242843,3.1412488482476486,0.01855779427359491,0.01855779427359491
0.8844197873324088,2.9474019088016967,3.1415189063948796,0.01855779427359491,0.01855779427359491
