k,mae,rmse,prec,recall
10,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
15,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
20,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
25,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
30,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
35,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
40,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
45,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
50,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
55,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
60,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
65,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
70,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
75,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
80,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
85,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
90,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
95,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
100,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
105,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
110,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
115,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
120,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
125,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
130,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
135,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
140,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
145,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
150,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
155,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
160,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
165,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
170,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
175,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
180,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
185,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
190,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
195,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
200,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
205,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
210,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
215,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
220,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
225,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
230,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
235,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
240,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
245,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
250,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
255,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
260,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
265,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
270,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
275,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
280,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
285,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
290,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
295,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
300,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
305,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
310,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
315,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
320,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
325,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
330,0.7312831389183457,1.0009539458420216,0.3911983032873807,0.3911983032873807
