threshold,mae,rmse,prec,recall
0.0,0.8527041357370095,1.1695591070022944,0.3542948038176034,0.3542948038176034
0.1,0.8532343584305409,1.1698764107985715,0.3539766702014846,0.3539766702014846
0.2,0.8513255567338283,1.16733556545468,0.3547189819724284,0.3547189819724284
0.30000000000000004,0.8317073170731707,1.146667447614554,0.3653234358430541,0.3653234358430541
0.4,0.7750795334040297,1.0647639002654954,0.3803817603393425,0.3803817603393425
0.5,0.7827147401908802,1.0700293848355067,0.376033934252386,0.376033934252386
0.6,0.7803817603393425,1.0661573103404416,0.37656415694591727,0.37656415694591727
0.7,0.7803817603393425,1.0661573103404416,0.37656415694591727,0.37656415694591727
0.7999999999999999,0.7803817603393425,1.0661573103404416,0.37656415694591727,0.37656415694591727
0.8999999999999999,0.7803817603393425,1.0661573103404416,0.37656415694591727,0.37656415694591727
0.9999999999999999,0.7803817603393425,1.0661573103404416,0.37656415694591727,0.37656415694591727
