threshold,mae,rmse,prec,recall
0.0,0.7956521739130434,1.079894343050608,0.368610816542948,0.368610816542948
0.06666666666668046,0.7956521739130434,1.079894343050608,0.368610816542948,0.368610816542948
0.13333333333336092,0.7956521739130434,1.079894343050608,0.368610816542948,0.368610816542948
0.20000000000004137,0.7952279957582185,1.0795997058727214,0.3689289501590668,0.3689289501590668
0.26666666666672184,0.795864262990456,1.080188899861937,0.36850477200424175,0.36850477200424175
0.3333333333334023,0.7945917285259809,1.081072088753407,0.3711558854718982,0.3711558854718982
0.4000000000000828,0.7815482502651113,1.0705743198569737,0.38059384941675506,0.38059384941675506
0.46666666666676326,0.762778366914104,1.0505263034860253,0.38716861081654297,0.38716861081654297
0.5333333333334437,0.7806998939554612,1.0666048055586104,0.37656415694591727,0.37656415694591727
0.6000000000001241,0.7806998939554612,1.0664059419779581,0.3763520678685048,0.3763520678685048
0.6666666666668045,0.7806998939554612,1.0664059419779581,0.3763520678685048,0.3763520678685048
