threshold;mae;rmse;prec;recall
0;0.852;1.169;0.354;0.354
0.1;0.853;1.169;0.353;0.353
0.2;0.851;1.167;0.354;0.354
0.3;0.831;1.146;0.365;0.365
0.4;0.775;1.064;0.38;0.38
0.5;0.782;1.07;0.376;0.376
0.6;0.78;1.066;0.376;0.376
0.7;0.78;1.066;0.376;0.376
0.799;0.78;1.066;0.376;0.376
0.899;0.78;1.066;0.376;0.376
1;0.78;1.066;0.376;0.376
