threshold;mae;rmse;prec;recall
0;0.804;1.076;0.353;0.353
0.1;0.808;1.085;0.352;0.352
0.2;0.829;1.133;0.351;0.351
0.3;1.032;1.476;0.325;0.325
0.4;2.492;2.837;0.081;0.081
0.5;2.981;3.178;0.018;0.018
0.6;2.921;3.119;0.021;0.021
0.7;2.921;3.119;0.021;0.021
0.799;2.921;3.119;0.021;0.021
0.899;2.921;3.119;0.021;0.021
1;2.921;3.119;0.021;0.021
